Name,Gender,Age,Social Media Use Timings,Social Media Platform,City,State,Purchase Platform,Purchase Date,Clothing,Cosmetics,Laptops,TV,Groceries,Books,Fitness Equipment,Mobiles,Jewelry,Furniture,Shoes,Bags,Watches,Kitchenware,Gardening Tools,Pet Supplies,Sports Equipment,Toys,Stationery,Automobile Accessories,Home Decor,Electronics,Music Instruments,Cameras,Gaming Consoles,Smartwatches,Health Supplements,Travel Accessories,Art Supplies,Lighting Fixtures
Aarav Mishra,Female,46,13:00 - 21:00,Google,Kolkata,Uttar Pradesh,Amazon,27-04-2022,15000,0,0,0,1211,0,0,0,0,0,5962,0,0,0,0,3492,0,12852,0,0,0,0,0,0,18176,2000,0,0,0,0
Kavya Sharma,Male,53,21:00 - 24:00,Facebook,Pune,Karnataka,Flipkart,20-09-2020,0,0,0,4219,0,12535,706,0,0,0,0,0,18007,0,0,0,0,0,0,12809,0,0,0,7605,0,4822,0,0,0,0
Diya Jain,Male,36,17:00 - 18:00,Google,Chennai,Karnataka,Snapdeal,14-02-2022,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19524,10000,0,0,1743
Priya Mehta,Male,21,14:00 - 19:00,LinkedIn,Lucknow,Karnataka,Ajio,18-01-2021,0,0,0,0,7462,0,0,0,0,18899,0,0,0,0,15111,18235,0,0,0,0,12044,0,0,3000,0,0,0,0,4549,18902
Kavya Verma,Female,45,21:00 - 22:00,Instagram,Hyderabad,Karnataka,Ajio,25-12-2021,0,0,0,0,0,0,0,0,0,16100,0,0,0,0,0,0,0,0,15124,0,0,0,5759,0,0,0,0,0,0,9453
Aditya Mehta,Male,45,18:00 - 24:00,Twitter,Pune,Rajasthan,Paytm Mall,07-10-2021,0,0,0,0,15423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18604,0,0,0,0,16816,2813,0
Riya Kumar,Male,35,9:00 - 10:00,Instagram,Pune,Tamil Nadu,Amazon,29-10-2020,15000,0,0,0,0,13650,2685,0,0,0,0,0,0,9428,0,15930,16012,0,0,0,0,0,0,14929,0,0,10000,12126,0,0
Arjun Chauhan,Female,29,19:00 - 21:00,Facebook,Ahmedabad,Karnataka,Amazon,03-03-2021,0,0,15018,11690,0,0,0,0,0,0,0,0,0,9024,4812,0,0,0,0,18956,0,0,0,0,0,0,0,0,0,0
Nisha Kumar,Male,16,13:00 - 22:00,Snapchat,Chennai,Karnataka,TataCliq,16-03-2021,14870,0,0,0,12382,0,0,0,0,0,0,0,0,0,8067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Gupta,Male,28,21:00 - 22:00,Instagram,Hyderabad,Delhi,Flipkart,25-05-2020,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13810,0,0,0,0,0,18508,0,0,11936,0,0,0,0
Kavya Mishra,Male,40,12:00 - 18:00,Facebook,Ahmedabad,Telangana,Myntra,25-01-2022,0,0,0,0,614,2745,0,0,0,0,0,0,0,0,0,14922,10297,0,0,0,0,0,0,0,0,2095,10000,0,0,2640
Ananya Verma,Male,50,22:00 - 24:00,Snapchat,Lucknow,Delhi,Ajio,20-04-2022,0,0,17863,9983,0,4385,0,0,0,0,0,0,0,17706,0,0,18183,3861,3421,4865,2721,5000,0,0,0,0,7377,11309,0,0
Vivaan Verma,Male,62,22:00 - 23:00,Facebook,Jaipur,Karnataka,Local Market,17-01-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
Riya Chauhan,Female,32,20:00 - 23:00,Instagram,Mumbai,Maharashtra,Local Market,21-12-2022,0,18751,0,0,0,0,0,0,0,0,0,0,0,0,19658,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0
Priya Sharma,Female,57,6:00 - 15:00,Facebook,Jaipur,Delhi,Flipkart,09-06-2020,0,0,0,0,0,0,0,0,0,7871,2943,0,0,0,0,15671,0,0,0,0,0,0,0,0,0,9216,531,14127,0,12496
Ananya Chauhan,Female,56,6:00 - 18:00,Twitter,Delhi,Tamil Nadu,Snapdeal,18-03-2020,15000,16578,0,0,10517,18634,0,10113,0,0,0,0,0,0,0,0,0,0,0,0,0,9235,0,0,0,18995,0,0,0,0
Priya Gupta,Female,21,22:00 - 23:00,Twitter,Lucknow,Rajasthan,Myntra,16-08-2021,0,0,6831,0,0,0,13176,0,0,2949,0,0,0,0,0,0,0,0,0,15411,0,0,0,0,13994,0,9759,0,0,0
Nisha Sharma,Female,25,13:00 - 23:00,Facebook,Hyderabad,Gujarat,Paytm Mall,24-11-2022,0,0,0,0,4972,0,0,0,0,0,0,0,0,0,0,12758,0,0,0,4944,0,0,0,0,0,0,0,0,0,0
Aarav Mishra,Male,24,21:00 - 22:00,Google,Delhi,Karnataka,Paytm Mall,15-05-2022,9187,9843,0,0,0,0,0,0,0,0,0,0,0,0,12772,0,0,0,0,0,0,19253,0,0,0,0,0,0,0,3532
Nisha Mehta,Female,26,13:00 - 14:00,Facebook,Pune,Telangana,Amazon,05-11-2022,0,0,0,0,0,0,0,0,0,0,0,0,2841,0,0,0,0,16191,0,0,0,0,0,0,0,0,10000,0,0,13624
Vivaan Kumar,Female,30,22:00 - 23:00,Facebook,Kolkata,Rajasthan,Ajio,06-06-2020,0,0,13143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918,0,0,4683,0,12855,0,0,0,0,0,0,0
Arjun Sharma,Female,46,22:00 - 24:00,Google,Lucknow,Tamil Nadu,Paytm Mall,05-03-2020,0,0,5579,0,0,0,0,2105,0,0,0,0,0,0,0,464,0,0,0,0,1294,5000,0,0,0,0,0,0,0,0
Diya Verma,Male,69,12:00 - 19:00,Instagram,Mumbai,Tamil Nadu,Local Market,15-02-2021,0,0,0,0,0,0,0,0,0,11393,0,0,0,0,0,0,18366,0,0,0,0,0,10751,0,10000,0,829,0,0,0
Aditya Jain,Female,56,19:00 - 21:00,Facebook,Kolkata,Gujarat,Flipkart,14-04-2021,0,0,1867,0,0,0,0,0,0,0,18374,0,0,3435,0,0,16980,17743,0,14902,0,0,0,0,0,18740,0,0,0,0
Aarav Sharma,Male,22,15:00 - 24:00,LinkedIn,Ahmedabad,Karnataka,Local Market,04-08-2023,0,0,0,64,0,9727,0,0,0,0,0,0,0,0,0,7543,13221,16431,0,0,0,0,8513,9439,10000,0,0,0,10000,0
Ananya Singh,Female,26,8:00 - 20:00,Twitter,Mumbai,Maharashtra,Amazon,14-04-2021,0,0,0,19227,0,9357,5234,0,0,0,0,0,3512,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
Kavya Patel,Male,46,9:00 - 18:00,Facebook,Mumbai,Karnataka,Ajio,26-12-2021,15000,0,0,14103,17362,1541,0,0,0,0,0,0,8177,17977,0,0,0,0,0,0,0,0,5959,0,0,0,0,0,1697,746
Diya Mehta,Female,68,19:00 - 23:00,Facebook,Chennai,Delhi,TataCliq,15-06-2022,0,0,0,0,0,0,0,0,0,0,12370,0,6103,0,0,803,0,0,0,0,6890,7344,8877,10718,0,0,0,0,0,0
Aditya Singh,Male,67,8:00 - 10:00,Google,Mumbai,Uttar Pradesh,Paytm Mall,28-12-2022,0,0,0,0,0,0,0,0,0,0,0,0,0,10127,0,0,2957,0,8553,0,0,0,0,0,0,0,0,0,0,10833
Priya Singh,Female,67,22:00 - 24:00,Twitter,Delhi,Gujarat,Myntra,27-07-2021,0,0,16120,0,0,0,0,0,0,0,0,0,0,0,0,0,17239,0,0,19019,0,5000,0,0,0,0,0,3842,0,0
Nisha Gupta,Male,68,22:00 - 23:00,Twitter,Hyderabad,Maharashtra,Flipkart,04-06-2021,0,0,0,0,18368,18221,0,0,0,17454,0,0,0,0,5081,0,0,8477,0,766,0,0,0,0,0,0,0,5817,0,0
Kavya Patel,Female,41,13:00 - 22:00,LinkedIn,Lucknow,Uttar Pradesh,Amazon,09-06-2023,0,0,0,0,0,10263,0,0,0,12849,0,0,0,0,0,0,0,18809,0,0,0,0,0,0,10000,0,0,0,10000,0
Aarav Sharma,Female,45,13:00 - 15:00,LinkedIn,Jaipur,Uttar Pradesh,Snapdeal,11-04-2021,0,0,0,0,0,0,0,7574,11918,16504,0,12392,0,10525,9473,19430,14991,0,0,0,19743,0,0,0,0,10281,0,500,0,0
Nisha Gupta,Female,67,16:00 - 19:00,Twitter,Lucknow,Gujarat,Flipkart,11-11-2021,10623,0,0,0,0,6804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17736,0,0,10469,0,18080,0,0
Diya Sharma,Female,37,21:00 - 22:00,Facebook,Bangalore,Maharashtra,Snapdeal,01-02-2022,0,0,0,0,1467,0,0,0,0,0,0,7974,0,0,0,0,0,0,0,4308,0,0,0,0,0,17103,10000,0,0,0
Diya Mishra,Male,53,22:00 - 23:00,Snapchat,Bangalore,West Bengal,Snapdeal,20-06-2023,0,0,8012,0,1836,14041,12539,0,0,0,0,0,0,15170,0,0,0,0,0,16944,0,0,3925,0,0,0,0,5021,0,0
Nisha Singh,Female,39,13:00 - 14:00,Instagram,Pune,Tamil Nadu,Myntra,19-07-2022,12728,0,0,11014,0,0,3687,7676,0,0,0,0,0,3986,0,14469,0,0,0,0,0,0,0,0,0,0,0,7478,0,0
Aditya Kumar,Female,19,6:00 - 7:00,Instagram,Kolkata,Telangana,Snapdeal,24-08-2020,0,0,0,0,0,5947,0,0,0,0,0,4717,0,6420,0,0,0,0,16931,14305,0,0,0,0,0,0,0,0,10000,0
Aditya Gupta,Female,70,10:00 - 19:00,Google,Kolkata,Karnataka,Flipkart,28-03-2023,0,8521,0,15274,0,0,0,0,13787,0,0,0,0,0,0,0,0,0,0,709,0,9331,14322,0,19950,0,10000,0,582,0
Ananya Patel,Female,37,8:00 - 13:00,Facebook,Lucknow,Delhi,Local Market,21-12-2022,0,0,0,0,15665,0,0,0,0,2906,6398,0,0,10018,1895,0,0,0,0,15019,0,0,0,0,10000,0,0,0,0,0
Nisha Gupta,Male,63,9:00 - 24:00,Snapchat,Bangalore,Uttar Pradesh,Ajio,26-02-2021,4656,0,0,0,0,0,0,0,0,0,6150,0,4611,7127,14934,0,0,0,16744,0,0,0,4669,0,0,0,0,0,0,0
Nisha Mishra,Male,29,13:00 - 21:00,LinkedIn,Lucknow,Delhi,Ajio,09-11-2020,0,0,0,0,4901,0,0,0,0,4268,0,0,0,0,11523,0,0,0,0,0,8436,0,0,0,0,0,10000,0,0,6795
Riya Jain,Male,17,5:00 - 7:00,Facebook,Pune,Tamil Nadu,Amazon,25-11-2020,0,0,0,0,0,0,17266,0,0,0,0,0,0,0,0,0,15378,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Gupta,Female,48,8:00 - 16:00,Snapchat,Pune,Gujarat,TataCliq,21-11-2022,0,0,6171,0,0,0,5965,0,0,0,0,0,0,0,8946,0,18739,0,6612,0,0,0,0,0,0,0,0,0,0,0
Kavya Sharma,Female,39,10:00 - 15:00,LinkedIn,Delhi,Telangana,Myntra,19-07-2022,0,0,0,0,0,0,0,1558,0,0,17415,0,0,0,0,0,0,0,0,9242,0,0,1000,0,0,0,0,0,0,0
Aditya Sharma,Male,20,11:00 - 21:00,Snapchat,Delhi,Rajasthan,TataCliq,01-09-2022,0,0,0,0,0,0,0,0,0,0,0,18450,0,0,0,0,0,0,0,0,0,0,15682,0,10000,2000,0,0,0,0
Diya Kumar,Female,37,19:00 - 20:00,Snapchat,Delhi,Tamil Nadu,Flipkart,27-07-2021,11028,0,0,0,0,0,0,0,0,0,0,17092,0,0,0,0,0,0,0,6912,0,0,0,8621,0,0,0,0,10000,8028
Priya Singh,Female,45,7:00 - 8:00,Snapchat,Pune,Gujarat,Flipkart,23-01-2023,0,0,0,0,0,0,0,0,6415,0,0,11015,0,0,0,0,3628,0,0,0,0,0,13886,0,0,0,0,0,0,0
Arjun Mishra,Female,40,14:00 - 24:00,Google,Bangalore,Uttar Pradesh,TataCliq,12-01-2023,0,0,0,0,0,0,0,3188,0,0,0,0,0,18106,0,0,0,0,0,0,0,0,1388,0,0,0,0,4089,0,0
Kavya Kumar,Female,43,9:00 - 22:00,Facebook,Pune,Telangana,Flipkart,26-04-2020,0,0,0,0,0,7162,0,0,0,12167,0,0,0,0,0,0,18261,0,0,0,0,0,0,0,0,0,0,0,0,0
Nisha Sharma,Male,18,11:00 - 22:00,Instagram,Bangalore,Tamil Nadu,Ajio,18-02-2023,0,0,0,0,0,0,0,5531,0,4134,0,0,0,0,6103,0,0,4602,0,0,0,13687,0,0,0,0,0,0,0,0
Priya Sharma,Male,48,7:00 - 15:00,Google,Kolkata,Telangana,TataCliq,17-04-2022,0,0,0,0,0,0,5553,0,0,0,0,0,0,13809,0,0,0,0,0,0,0,0,0,12140,0,7668,0,0,6583,1268
Priya Jain,Male,61,14:00 - 23:00,Google,Ahmedabad,Telangana,Paytm Mall,20-09-2020,0,0,0,0,0,19073,0,0,0,0,0,0,6869,2435,0,0,0,10307,0,0,0,0,0,0,0,10453,10000,0,0,1559
Diya Jain,Female,66,15:00 - 18:00,LinkedIn,Mumbai,Tamil Nadu,Ajio,02-04-2023,0,0,0,11704,0,0,19451,0,0,0,0,16181,0,0,1759,14329,0,0,0,1803,0,19123,10137,0,0,0,0,0,10000,0
Ananya Mishra,Male,27,18:00 - 24:00,LinkedIn,Bangalore,Gujarat,TataCliq,11-06-2020,0,0,0,0,11321,0,0,0,0,0,1827,0,0,7098,0,0,10527,0,0,0,0,0,0,0,0,0,0,890,0,0
Diya Singh,Female,26,13:00 - 19:00,Twitter,Pune,Karnataka,TataCliq,09-06-2021,0,0,0,9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483,0,0,0,0
Kavya Verma,Female,36,10:00 - 16:00,Twitter,Chennai,Maharashtra,Amazon,01-06-2021,0,0,17751,0,302,0,0,0,0,16575,0,0,0,0,0,13833,0,0,0,0,0,0,1000,3326,0,0,0,0,0,0
Diya Gupta,Female,26,16:00 - 17:00,Snapchat,Ahmedabad,Karnataka,Snapdeal,11-08-2022,0,0,0,0,0,18934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13551,0,0,0,0,0,0,0
Nisha Singh,Male,33,13:00 - 22:00,Facebook,Mumbai,Rajasthan,Flipkart,20-03-2022,0,3005,12856,0,0,0,0,0,6517,0,0,0,0,1776,0,0,0,0,0,0,0,0,9521,3000,0,0,0,0,0,10896
Nisha Kumar,Male,58,12:00 - 23:00,Facebook,Bangalore,Delhi,Ajio,08-12-2022,0,0,0,0,0,0,0,0,6964,9931,0,0,0,0,0,0,0,0,0,7819,0,0,0,0,0,0,0,0,0,0
Kavya Patel,Female,51,16:00 - 24:00,Twitter,Kolkata,Delhi,Amazon,08-09-2021,0,0,0,2103,0,0,0,0,0,0,0,6864,0,5593,0,0,0,11732,0,0,0,0,0,0,0,0,0,13488,1549,0
Riya Mishra,Male,33,20:00 - 21:00,LinkedIn,Bangalore,Tamil Nadu,TataCliq,17-01-2021,14420,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,6959,0,0,0,0,11053,0,0,10000,0,0,8397
Priya Kumar,Female,25,5:00 - 12:00,Google,Mumbai,Uttar Pradesh,Amazon,06-02-2023,0,4419,0,0,0,0,16705,0,13667,0,5746,0,0,0,0,0,0,0,0,0,0,7887,0,0,0,0,0,0,0,0
Priya Singh,Male,63,9:00 - 18:00,Snapchat,Lucknow,Delhi,Snapdeal,03-12-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13330,0,414,0,2036,0,0,18281,10667,10000,0,0,16712,0,0
Vivaan Mehta,Female,17,10:00 - 15:00,Twitter,Delhi,West Bengal,TataCliq,26-06-2021,0,0,0,0,8004,0,0,0,0,0,0,0,0,0,0,1591,18710,0,0,19107,0,0,0,0,0,0,0,0,10000,0
Diya Chauhan,Male,70,20:00 - 23:00,Facebook,Hyderabad,Telangana,Local Market,25-07-2020,0,0,0,0,16161,17872,0,0,9876,19402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Mishra,Male,62,21:00 - 23:00,Twitter,Hyderabad,Rajasthan,Flipkart,02-10-2022,0,0,0,0,0,7759,0,0,0,0,0,14147,0,0,0,0,0,4303,0,0,17444,7584,0,0,0,0,0,9447,5762,0
Kavya Mehta,Male,51,7:00 - 17:00,LinkedIn,Kolkata,Maharashtra,Myntra,08-10-2021,0,0,0,0,0,5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Mehta,Female,56,10:00 - 15:00,LinkedIn,Lucknow,Telangana,Local Market,03-09-2022,0,14800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470,0,0,8642,3000,0,0,0,0,0,0
Diya Mehta,Male,34,19:00 - 24:00,Facebook,Kolkata,Telangana,Local Market,25-05-2022,0,0,0,0,0,0,0,0,0,0,6006,0,0,0,0,0,0,0,0,0,0,19860,0,0,0,0,0,12140,10000,0
Aarav Chauhan,Female,53,20:00 - 22:00,Snapchat,Bangalore,Maharashtra,Local Market,13-09-2022,0,0,0,0,0,0,0,4215,0,0,0,7090,13077,0,0,0,19614,9892,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Male,16,22:00 - 23:00,Twitter,Chennai,Uttar Pradesh,Amazon,27-09-2020,0,0,0,0,17735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,5092,0,0,0,0
Kavya Mishra,Female,38,11:00 - 21:00,Facebook,Hyderabad,Karnataka,Local Market,23-07-2022,0,0,8986,0,11631,0,10773,0,4039,0,0,0,0,0,0,0,0,0,7452,0,0,7923,0,0,10000,0,10000,0,0,0
Riya Patel,Female,19,15:00 - 20:00,Snapchat,Kolkata,Uttar Pradesh,Snapdeal,13-09-2022,0,0,0,0,75,0,0,0,0,0,0,0,0,12829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Male,66,17:00 - 20:00,Facebook,Hyderabad,Telangana,Ajio,24-12-2020,0,0,7520,0,0,0,0,0,0,0,14936,0,0,0,0,0,0,0,0,0,0,10719,4430,3000,0,0,0,0,0,15468
Vivaan Sharma,Male,60,6:00 - 7:00,Facebook,Kolkata,West Bengal,Local Market,28-02-2023,0,0,0,10773,0,0,0,0,0,0,0,0,0,0,0,1810,0,3012,18816,0,18916,16558,0,0,0,0,10000,6702,0,0
Riya Kumar,Female,69,9:00 - 17:00,LinkedIn,Chennai,Uttar Pradesh,Paytm Mall,09-09-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,0,3004,0,0,12833,0,0,0,0,2063,0
Aarav Jain,Male,47,17:00 - 22:00,LinkedIn,Kolkata,West Bengal,Myntra,16-05-2022,0,0,0,0,0,0,0,18766,18300,0,0,0,0,0,0,0,0,7728,0,0,0,0,0,0,19658,0,10000,0,0,0
Vivaan Patel,Male,57,22:00 - 24:00,Instagram,Jaipur,Telangana,Myntra,01-04-2020,0,0,0,4532,0,0,0,0,0,7628,10324,0,0,0,0,0,0,0,0,0,0,0,0,15671,10000,0,0,0,0,0
Diya Mehta,Male,25,5:00 - 10:00,Google,Kolkata,Uttar Pradesh,Amazon,23-01-2023,7302,0,0,19756,0,5508,0,9826,0,0,0,0,0,0,0,0,0,5871,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Patel,Male,54,22:00 - 24:00,Facebook,Chennai,Gujarat,Ajio,24-07-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18465,0,0,0,0,0,0,10000,0,533,0
Ananya Verma,Female,67,6:00 - 14:00,Twitter,Hyderabad,Karnataka,Ajio,07-10-2020,0,0,0,3979,0,0,0,0,0,0,0,0,0,0,12303,7906,0,0,0,0,15663,0,0,0,0,2755,7141,0,0,0
Priya Mishra,Male,45,19:00 - 22:00,Google,Jaipur,Delhi,TataCliq,09-10-2021,2274,0,0,5624,0,17481,0,10356,3901,0,0,0,0,0,12502,11866,0,0,0,0,0,7860,2907,0,10000,0,0,0,0,0
Kavya Kumar,Female,58,21:00 - 22:00,Google,Chennai,Delhi,Snapdeal,20-12-2022,0,0,16648,0,0,4277,8901,0,0,0,0,8228,0,0,0,19213,0,0,0,0,0,19110,0,0,0,0,0,0,0,0
Aditya Jain,Female,66,15:00 - 20:00,Twitter,Chennai,Delhi,Local Market,20-04-2021,0,0,0,10039,0,0,0,4650,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,18402,0,0
Ananya Singh,Male,51,13:00 - 14:00,Instagram,Bangalore,Gujarat,Paytm Mall,18-02-2021,0,0,13698,0,8731,0,0,0,0,0,0,0,0,0,0,0,17405,0,0,0,0,0,0,5628,12755,0,0,0,0,0
Aditya Jain,Female,22,12:00 - 15:00,Instagram,Mumbai,Gujarat,TataCliq,27-06-2022,0,4291,0,0,0,0,4385,4301,0,16174,1030,0,10521,0,2684,14620,0,2646,0,0,0,0,9588,17737,0,0,5267,0,0,0
Riya Mishra,Female,43,12:00 - 24:00,Snapchat,Kolkata,Maharashtra,Local Market,23-04-2021,0,0,0,13056,0,6316,0,0,11469,0,0,0,5789,8928,0,0,0,0,0,16631,0,0,17957,19842,11035,0,0,0,0,0
Nisha Mishra,Female,33,12:00 - 24:00,Google,Chennai,Maharashtra,TataCliq,21-04-2022,0,0,0,0,0,0,0,0,9644,0,0,0,0,0,6706,0,0,0,0,0,12528,0,0,6723,0,2000,0,0,0,0
Aarav Patel,Female,34,9:00 - 22:00,Snapchat,Lucknow,Tamil Nadu,Flipkart,23-08-2023,0,0,0,0,0,0,18477,0,0,0,0,0,0,0,0,7951,12560,0,12654,0,0,8844,0,0,10000,2000,10000,0,0,0
Priya Mishra,Female,69,7:00 - 20:00,Instagram,Bangalore,Gujarat,Myntra,25-02-2023,0,0,0,0,2579,0,0,4859,0,0,0,0,19038,0,0,17723,0,0,0,0,0,6908,0,16178,0,0,10000,0,0,6365
Aditya Verma,Female,36,5:00 - 16:00,Google,Chennai,Rajasthan,Amazon,13-05-2020,0,0,0,8345,0,0,0,3814,0,0,0,203,0,0,0,2871,0,0,0,0,0,0,0,0,0,0,0,19060,0,0
Ananya Kumar,Male,20,12:00 - 21:00,LinkedIn,Jaipur,West Bengal,Amazon,28-11-2021,0,0,0,4736,17908,7896,0,7649,0,3354,0,0,0,0,0,0,0,0,0,0,0,0,18096,0,0,0,0,0,0,19198
Priya Gupta,Female,70,5:00 - 23:00,Facebook,Lucknow,Gujarat,Myntra,11-06-2021,0,0,1717,0,0,15002,0,0,3602,0,0,7769,15034,0,0,0,1873,0,4724,0,0,0,0,0,0,0,10000,0,8037,0
Aditya Mishra,Female,65,15:00 - 17:00,Facebook,Hyderabad,Uttar Pradesh,Myntra,10-06-2021,0,0,0,0,0,0,0,0,0,0,0,0,8266,0,0,0,0,0,0,0,0,5000,0,8378,0,18450,0,0,0,0
Nisha Gupta,Female,39,18:00 - 21:00,Twitter,Delhi,Rajasthan,Ajio,10-04-2020,12242,0,0,0,0,4886,0,0,0,0,0,0,0,0,0,0,0,18529,0,0,0,18405,0,0,0,2000,0,0,0,0
Arjun Singh,Female,39,21:00 - 23:00,Facebook,Jaipur,Tamil Nadu,Ajio,25-03-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,18854,0,0,0,0,7841,0,0,0,0,0,0,0,10000,0,10000,0
Priya Jain,Female,45,17:00 - 23:00,Instagram,Jaipur,Rajasthan,Snapdeal,15-06-2022,0,0,0,0,9375,0,8991,0,0,10728,0,0,0,0,12568,625,0,7304,0,0,0,0,2270,0,0,0,0,0,0,0
Aarav Kumar,Female,23,5:00 - 22:00,Twitter,Chennai,Karnataka,Flipkart,31-08-2021,0,4392,0,0,0,0,0,0,0,0,0,0,2726,5022,0,5422,11694,0,0,0,0,0,17496,0,0,0,0,0,0,0
Aarav Sharma,Male,49,14:00 - 24:00,Twitter,Hyderabad,West Bengal,Myntra,04-09-2021,14019,0,0,797,0,0,0,0,0,0,13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,0,0,0,0
Aarav Gupta,Female,36,8:00 - 18:00,Snapchat,Chennai,Uttar Pradesh,Amazon,05-08-2020,0,0,0,0,0,3329,0,0,0,0,0,0,0,0,0,0,2773,5180,0,0,0,0,19379,0,0,0,10000,0,0,0
Riya Gupta,Female,36,8:00 - 10:00,LinkedIn,Pune,Tamil Nadu,TataCliq,12-09-2021,0,0,0,0,0,0,0,0,0,0,16574,0,0,0,0,14173,0,0,8569,0,8402,0,12110,0,0,0,0,0,0,0
Vivaan Jain,Female,26,11:00 - 22:00,Twitter,Hyderabad,Tamil Nadu,Local Market,25-08-2020,0,3143,0,0,0,0,0,0,0,0,0,0,0,0,19535,0,0,0,0,0,7879,0,0,0,0,0,8984,0,0,0
Priya Chauhan,Male,49,17:00 - 19:00,Instagram,Chennai,West Bengal,Myntra,17-08-2022,0,12938,0,0,0,0,12220,0,0,0,18318,17179,0,0,0,0,0,0,0,178,0,0,0,0,0,0,10000,19177,0,0
Nisha Kumar,Female,48,9:00 - 12:00,Instagram,Bangalore,Delhi,Snapdeal,15-02-2023,0,0,0,10816,0,0,0,0,0,0,15063,0,0,0,0,17433,0,1418,0,0,0,0,0,0,0,0,0,0,0,0
Riya Kumar,Female,63,6:00 - 18:00,Facebook,Kolkata,Maharashtra,Flipkart,11-11-2021,0,14178,0,0,0,0,9501,0,0,0,14784,4960,0,0,0,0,0,0,0,12026,0,0,0,0,0,15071,0,7285,7723,3754
Vivaan Verma,Male,47,10:00 - 21:00,Facebook,Mumbai,Uttar Pradesh,Myntra,01-06-2021,0,0,12438,6165,0,0,0,0,0,0,0,0,0,0,0,4436,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
Riya Patel,Male,17,12:00 - 18:00,LinkedIn,Jaipur,West Bengal,Amazon,05-12-2020,1106,0,0,0,0,0,0,0,0,0,0,4795,0,0,0,0,12579,0,15499,149,0,0,7234,0,0,10557,0,0,10000,0
Priya Verma,Female,45,20:00 - 24:00,Google,Ahmedabad,Uttar Pradesh,Local Market,22-07-2021,0,0,0,0,0,0,0,0,0,14916,0,0,0,0,0,0,0,0,0,0,17720,0,0,0,0,0,0,0,0,2838
Priya Jain,Male,45,16:00 - 21:00,LinkedIn,Bangalore,West Bengal,Local Market,17-09-2023,0,4897,0,0,12923,0,0,0,0,0,0,0,0,12365,0,0,9885,17395,839,0,15694,0,0,0,0,6591,0,0,0,12644
Ananya Patel,Female,64,16:00 - 21:00,Google,Chennai,Telangana,TataCliq,12-08-2020,0,7865,0,6153,0,0,0,0,0,0,2031,0,0,12139,6456,0,0,0,0,0,0,17768,0,0,0,0,10000,0,10000,0
Priya Chauhan,Male,47,11:00 - 23:00,LinkedIn,Pune,Gujarat,Ajio,10-06-2022,0,0,0,0,0,0,18491,0,0,0,16065,0,0,0,12416,0,0,0,2179,0,0,0,0,0,10000,0,0,9523,0,0
Kavya Mishra,Female,54,5:00 - 23:00,Facebook,Ahmedabad,West Bengal,TataCliq,30-10-2020,0,8940,0,0,13434,0,3897,0,0,0,0,0,0,0,0,0,11028,0,0,0,0,17615,0,0,0,0,0,0,0,0
Ananya Sharma,Female,55,6:00 - 15:00,Instagram,Bangalore,West Bengal,TataCliq,27-07-2023,0,0,0,0,0,0,2964,6495,0,0,0,18870,17320,0,4834,16424,0,15597,0,0,0,0,5895,0,10000,0,0,4285,0,0
Nisha Patel,Male,64,11:00 - 19:00,Snapchat,Mumbai,Karnataka,Flipkart,04-08-2020,0,0,0,0,0,17206,0,0,0,0,0,0,0,0,16843,0,17367,0,0,0,0,0,0,17021,11730,0,0,0,10000,0
